CreationDate,Id,LinkTypeId,PostId,RelatedPostId
2011-08-31T08:40:11.783,41701,1,1340,1856
2011-08-31T15:23:14.697,42352,1,1869,11
2011-09-02T15:45:19.387,44403,1,1904,292
2011-09-04T10:27:43.247,45029,1,1911,10
2011-09-05T08:24:05.763,45380,1,1924,730
2011-09-06T21:16:09.707,47106,1,1961,1628
2011-09-08T20:58:07.160,47907,1,102,159
2011-09-10T23:20:43.713,48958,1,2013,1560
2011-09-12T20:12:52.850,50084,1,2038,1815
2011-09-13T21:30:08.457,50660,1,2024,1856
2011-09-14T09:35:08.363,50761,1,2067,289
2011-09-14T10:22:46.763,50837,1,2069,2067
2011-09-14T10:56:57.440,51038,1,2067,2069
2011-09-14T11:04:06.347,51089,1,2070,1869
2011-09-14T11:04:06.347,51090,1,2070,11
2011-09-14T11:38:22.517,51166,1,2067,1063
2011-09-14T16:31:33.290,51292,1,2079,1980
2011-09-16T15:11:53.680,52568,1,1497,1504
2011-09-21T19:08:36.693,55694,1,1911,2049
2011-09-22T16:35:28.977,56670,1,2310,2287
2011-09-26T10:07:00.957,59596,1,2328,805
2011-09-26T16:34:11.480,59697,1,2437,1805
2011-09-28T21:28:37.277,61398,1,2492,2044
2011-09-28T21:29:49.820,61424,1,2492,2471
2011-09-29T13:32:03.243,61950,1,2486,301
2011-10-02T11:29:37.943,64226,1,2471,2492
2011-10-04T08:45:40.110,66427,1,2589,610
2011-10-05T11:44:56.670,67903,1,2628,1224
2011-10-06T07:58:58.627,68529,1,2628,2046
2011-10-07T08:32:31.777,69455,1,2647,454
2011-10-07T08:39:43.827,69481,1,2646,2643
2011-10-07T17:08:30.093,69932,1,2675,2647
2011-10-07T17:08:30.097,69933,1,2675,1858
2011-10-07T21:15:36.253,70134,1,14,2684
2011-10-10T09:27:56.347,71660,1,2696,2522
2011-10-15T09:30:41.720,75111,1,2772,2643
2011-10-15T13:38:09.430,75212,1,2779,145
2011-10-17T10:40:43.400,76713,1,2798,2811
2011-10-17T10:46:15.630,76764,1,2798,2812
2011-10-18T16:25:25.057,77690,1,2831,2697
2011-10-18T18:39:02.920,77866,1,2832,2539
2011-10-19T10:35:06.393,78217,1,2841,898
2011-10-19T14:37:05.430,78343,1,2779,1451
2011-10-19T21:22:20.400,81369,1,2865,2862
2011-10-20T11:06:15.820,81745,1,2878,2575
2011-10-22T06:45:11.963,82846,1,2919,1106
2011-10-22T10:10:17.510,82997,1,2927,2696
2011-10-22T13:23:39.700,83273,1,2930,1665
2011-10-23T20:34:30.160,84724,1,2970,956
2011-10-23T22:24:31.257,85125,1,2975,1304
2011-10-23T22:24:31.260,85126,1,2975,1407
2011-10-25T18:49:01.443,87252,1,1665,2930
2011-10-25T21:31:07.300,87303,1,3025,1677
2011-10-26T14:14:18.413,87879,1,3040,688
2011-10-26T14:19:09.260,87880,1,3036,1953
2011-10-26T22:27:30.460,88356,1,3054,2939
2011-10-27T22:16:43.477,88642,1,3041,716
2011-10-27T22:28:13.093,88643,1,3078,270
2011-10-28T00:18:52.160,88750,1,3080,2589
2011-10-28T11:51:32.673,88856,1,1340,2582
2011-10-31T16:03:38.177,89693,1,2675,2752
2011-10-31T16:16:33.980,89704,1,3160,3115
2011-11-01T06:42:28.300,89839,1,2975,2565
2011-11-02T15:57:36.200,90346,1,3206,3129
2011-11-02T15:57:36.200,90347,1,3206,10
2011-11-02T17:49:38.900,90412,1,3198,3183
2011-11-03T11:56:04.543,90785,1,3230,700
2011-11-04T16:33:49.823,91161,1,3261,2589
2011-11-04T16:44:22.913,91187,1,3260,885
2011-11-05T21:01:50.580,91433,1,3278,2966
2011-11-06T01:24:37.880,91493,1,3289,210
2011-11-06T06:30:47.930,91522,1,3289,598
2011-11-06T06:30:47.930,91523,1,3289,115
2011-11-06T06:30:47.930,91524,1,3289,558
2011-11-06T20:00:13.057,91707,1,3295,2181
2011-11-06T20:04:01.997,91708,1,3278,802
2011-11-07T19:08:10.530,92132,1,3328,2041
2011-11-07T19:15:51.907,92133,1,2041,3328
2011-11-07T21:54:12.750,92192,1,3325,1772
2011-11-07T22:04:10.517,92193,1,3330,882
2011-11-08T11:14:10.320,92379,1,3356,2905
2011-11-09T07:41:27.280,92569,1,3375,3353
2011-11-09T07:41:45.823,92595,1,3353,3375
2011-11-09T08:19:25.247,92616,1,3160,2643
2011-11-09T09:11:17.280,92620,1,3377,3375
2011-11-09T09:20:05.007,92646,1,3375,3377
2011-11-10T13:40:44.923,93025,1,3412,1238
2011-11-10T19:04:19.520,93137,1,3418,3410
2011-11-10T19:14:19.690,93163,1,3410,3418
2011-11-12T00:43:47.910,93370,1,193,3424
2011-11-14T21:19:28.470,94272,1,3465,2119
2011-11-14T21:19:32.887,94273,1,3465,983
2011-11-16T11:48:11.157,94517,1,3481,185
2011-11-16T20:56:15.493,94708,1,2841,1014
2011-11-16T20:58:04.663,94719,1,1014,2841
2011-11-17T13:07:21.790,94971,1,3488,2952
2011-11-18T03:07:20.053,95113,1,3515,3085
2011-11-18T17:00:40.817,95231,1,3505,3490
2011-11-18T17:01:07.783,95232,1,3490,3505
2011-11-19T22:58:57.207,95613,1,3535,2049
2011-11-20T00:57:12.550,95678,1,3532,1224
2011-11-20T09:26:14.443,95801,1,3535,1596
2011-11-22T19:46:25.183,96484,1,3560,3198
2011-11-22T23:09:28.460,96593,1,3576,226
2011-11-22T23:09:28.460,96594,1,3576,1013
2011-11-23T11:23:19.963,96793,1,3592,3589
2011-11-23T18:45:26.603,96943,1,3588,3586
2011-11-23T19:04:39.640,96944,1,3592,3601
2011-11-23T19:59:34.520,96945,1,3589,3592
2011-11-23T20:54:52.240,96983,1,3535,3539
2011-11-26T16:20:55.060,97720,1,291,712
2011-11-29T08:55:42.557,98341,1,3674,2995
2011-11-29T12:03:00.487,98349,1,3677,3625
2011-11-30T00:31:13.270,98656,1,3640,2589
2011-11-30T10:10:17.053,98819,1,3727,3596
2011-11-30T21:33:59.933,99083,1,3748,2949
2011-12-02T14:54:34.173,99702,1,3796,1992
2011-12-02T15:05:32.913,99703,1,3796,2044
2011-12-02T18:55:34.787,99745,1,3802,3763
2011-12-04T15:22:46.993,100223,1,3826,3804
2011-12-04T15:23:32.000,100249,1,3804,3826
2011-12-04T23:20:59.607,100553,1,3835,2615
2011-12-05T08:55:04.413,100692,1,3838,2975
2011-12-05T19:27:24.837,100917,1,3874,1615
2011-12-06T15:48:16.600,101165,1,3893,2643
2011-12-06T16:23:22.903,101174,1,3888,529
2011-12-06T16:26:17.280,101175,1,3888,1060
2011-12-06T16:32:51.807,101178,1,2643,3893
2011-12-06T16:35:57.447,101179,1,3893,2646
2011-12-06T17:03:40.967,101180,1,3887,529
2011-12-07T01:10:55.077,101244,1,3888,3887
2011-12-07T15:09:54.523,101592,1,3922,448
2011-12-08T23:13:13.517,102015,1,3948,983
2011-12-08T23:13:13.517,102016,1,3948,1224
2011-12-09T23:25:54.120,102330,1,3983,3748
2011-12-10T10:01:45.490,102462,1,3991,3624
2011-12-10T15:33:09.387,102537,1,3927,2684
2011-12-13T21:15:14.770,103374,1,4060,232
2011-12-14T15:33:47.383,103503,1,4091,1340
2011-12-14T17:25:48.447,103540,1,4068,1106
2011-12-14T18:27:34.000,103548,1,4061,2326
2011-12-14T20:16:05.330,103560,1,3983,3220
2011-12-14T21:09:08.807,103569,1,4096,3796
2011-12-15T04:17:15.027,103851,1,4111,1224
2011-12-15T04:45:22.747,103852,1,4111,447
2011-12-15T04:50:59.603,103853,1,4111,3040
2011-12-15T10:30:02.083,103901,1,4098,6
2011-12-15T21:52:40.700,104020,1,4123,1827
2011-12-16T09:58:56.170,104160,1,4127,3924
2011-12-18T07:52:51.993,104877,1,3983,3984
2011-12-18T22:12:24.643,105043,1,4186,2305
2011-12-19T03:36:50.620,105192,1,4196,2874
2011-12-19T09:45:28.357,105219,1,4170,3080
2011-12-19T10:31:00.750,105262,1,4213,2952
2011-12-19T15:12:37.530,105358,1,4217,2615
2011-12-19T16:08:46.890,105366,1,4225,2615
2011-12-19T16:08:46.890,105367,1,4225,730
2011-12-20T14:34:33.133,105877,1,4261,2615
2011-12-20T21:34:49.220,105955,1,4277,3507
2011-12-21T10:48:14.690,106361,1,4296,4292
2011-12-21T12:27:52.463,106403,1,4292,4296
2011-12-22T17:05:54.120,106968,1,4330,248
2011-12-23T12:11:52.733,107075,1,248,4330
2011-12-23T21:15:54.853,107215,1,4361,4308
2011-12-25T01:08:31.540,107600,1,4394,2993
2011-12-27T15:08:39.290,108358,1,4421,2589
2011-12-28T01:31:49.637,108586,1,4449,3924
2011-12-28T13:41:53.593,108782,1,4459,31
2011-12-28T21:11:22.220,108938,1,4466,2796
2011-12-29T12:57:22.290,109098,1,4466,26
2011-12-29T21:01:56.490,109312,1,1568,2026
2012-01-02T10:46:25.663,110576,1,4602,3521
2012-01-02T10:46:25.663,110577,1,4602,250
2012-01-03T12:47:18.933,110798,1,4620,4290
2012-01-03T21:52:41.160,110912,1,4629,1860
2012-01-04T23:44:24.657,111374,1,4651,2720
2012-01-08T09:20:06.940,112005,1,4688,1023
2012-01-10T03:54:39.940,112476,1,4726,2589
2012-01-10T03:54:39.940,112477,1,4726,4420
2012-01-10T03:54:39.940,112478,1,4726,983
2012-01-10T15:17:44.813,112595,1,4730,3080
2012-01-11T08:52:40.360,112856,1,4757,2041
2012-01-11T11:03:45.787,112898,1,2041,4757
2012-01-16T11:16:58.253,114577,1,4846,2807
2012-01-16T16:11:59.190,114716,1,4859,2970
2012-01-16T21:22:19.453,114804,1,4859,1930
2012-01-17T08:29:06.957,115021,1,4872,3220
2012-01-17T12:25:18.790,115085,1,4828,203
2012-01-18T15:27:05.163,115646,1,4901,441
2012-01-19T15:04:36.107,115883,1,4779,4800
2012-01-19T18:50:22.417,115993,1,4935,4360
2012-01-21T05:14:32.167,116567,1,4969,4245
2012-01-21T10:56:58.387,116624,1,4944,4502
2012-01-22T18:03:39.760,117367,1,5019,995
2012-01-22T18:07:01.120,117368,1,995,3330
2012-01-22T19:58:27.010,117397,1,5024,3838
2012-01-22T19:58:27.010,117398,1,5024,1407
2012-01-22T19:58:27.010,117399,1,5024,2736
2012-01-22T21:30:38.567,117481,1,5028,788
2012-01-22T22:22:24.760,117496,1,5029,4439
2012-01-23T13:17:17.697,117704,1,5046,2952
2012-01-23T16:23:51.717,117775,1,5050,2624
2012-01-23T18:04:19.060,117783,1,5048,965
2012-01-24T07:10:02.417,117987,1,5064,5065
2012-01-24T11:29:33.737,118016,1,5065,5064
2012-01-26T11:56:49.367,118857,1,5117,4280
2012-01-26T14:40:36.493,118920,1,5119,610
2012-01-28T17:49:06.607,119518,1,5134,730
2012-01-29T11:49:03.357,119992,1,5169,3485
2012-01-29T21:25:56.367,120218,1,5174,10
2012-01-29T21:25:56.367,120219,1,5174,1911
2012-01-29T21:43:57.360,120220,1,5173,2305
2012-01-29T23:28:18.310,120290,1,5173,885
2012-01-30T10:24:48.007,120473,1,5179,722
2012-01-30T12:54:54.843,120521,1,5204,5161
2012-01-30T15:19:51.423,120641,1,5207,2720
2012-01-30T22:11:54.487,120843,1,5204,3965
2012-01-31T19:53:47.540,121270,1,5262,3198
2012-02-01T10:08:38.337,121516,1,5272,3492
2012-02-01T10:16:12.947,121517,1,5274,185
2012-02-01T13:26:44.980,121633,1,5282,497
2012-02-01T13:43:15.927,121684,1,5284,4835
2012-02-01T13:43:15.927,121685,1,5284,525
2012-02-01T13:43:15.927,121686,1,5284,5161
2012-02-01T15:49:33.563,121756,1,5289,4983
2012-02-02T09:25:40.863,122008,1,5305,823
2012-02-02T19:44:52.497,122372,1,239,189
2012-02-03T22:47:41.570,122789,1,5334,5282
2012-02-03T22:47:41.570,122790,1,5334,497
2012-02-07T12:36:22.393,123696,1,5374,5312
2012-02-08T12:22:50.740,124073,1,5414,5193
2012-02-08T16:53:47.267,124189,1,5436,4213
2012-02-08T22:41:02.633,124210,1,5193,5414
2012-02-09T11:58:41.053,124383,1,5457,589
2012-02-10T10:21:53.103,124660,1,5473,4253
2012-02-13T13:17:07.457,125527,1,5497,730
2012-02-14T10:00:52.943,125824,1,5556,26
2012-02-15T14:23:18.390,126208,1,5588,3220
2012-02-17T10:14:28.573,126764,1,5618,10
2012-02-19T23:09:04.507,127640,1,5650,890
2012-02-21T21:49:05.097,128555,1,5709,730
2012-02-22T11:40:36.423,128790,1,5725,4651
2012-02-22T12:46:13.973,128795,1,4651,5725
2012-02-22T19:39:07.043,129042,1,5733,2354
2012-02-23T14:52:54.660,129239,1,5748,545
2012-02-23T14:52:54.663,129240,1,5748,232
2012-02-24T15:19:44.543,129530,1,5755,598
2012-02-26T22:31:26.243,130284,1,5783,2589
2012-02-27T21:27:54.890,130538,1,5800,441
2012-02-28T01:19:57.660,130585,1,5801,2589
2012-02-28T01:31:18.830,130586,1,5801,3087
2012-02-28T01:31:18.830,130587,1,5801,5599
2012-02-28T01:31:18.833,130588,1,5801,3080
2012-02-29T11:10:40.147,131030,1,5828,1987
2012-02-29T19:39:15.673,131141,1,5828,2007
2012-03-01T17:25:58.033,131468,1,5853,5601
2012-03-02T11:03:31.630,131587,1,5863,2624
2012-03-02T11:54:56.970,131607,1,5858,5733
2012-03-02T15:44:07.343,131671,1,5841,2796
2012-03-03T10:53:40.247,131879,1,4253,4192
2012-03-05T15:20:39.613,132646,1,5875,1573
2012-03-06T05:13:55.483,132826,1,5902,1475
2012-03-06T05:15:06.077,132852,1,1475,5902
2012-03-06T07:33:34.567,132920,1,5879,3804
2012-03-06T11:11:05.177,132989,1,5902,2736
2012-03-06T21:56:14.613,133253,1,5907,4712
2012-03-06T21:56:14.633,133254,1,5907,3490
2012-03-07T11:47:11.420,133431,1,5930,394
2012-03-08T14:10:24.420,133860,1,5951,5948
2012-03-08T18:03:10.153,134019,1,5952,3461
2012-03-10T15:21:42.733,134566,1,5991,610
2012-03-11T20:46:23.443,134911,1,6004,4440
2012-03-12T20:31:30.540,135124,1,5715,6021
2012-03-13T08:54:16.810,135245,1,6034,2250
2012-03-13T08:55:12.683,135246,1,6034,77
2012-03-13T15:06:24.740,135326,1,6034,5497
2012-03-14T07:44:40.293,135543,1,5809,3560
2012-03-14T07:46:27.007,135548,1,6053,722
2012-03-15T01:19:47.890,135984,1,6070,2198
2012-03-15T10:34:46.267,136087,1,716,4031
2012-03-15T12:47:36.173,136196,1,6059,5957
2012-03-18T07:20:27.643,136985,1,6136,6053
2012-03-18T21:30:43.260,137132,1,6140,25
2012-03-20T13:53:57.193,137548,1,6163,2939
2012-03-20T20:48:07.110,137733,1,6169,4924
2012-03-20T20:48:07.110,137734,1,6169,5572
2012-03-20T21:37:24.067,137754,1,6174,2759
2012-03-22T17:19:10.347,138190,1,6188,6187
2012-03-23T01:52:45.983,138472,1,6202,5755
2012-03-23T15:23:43.747,138727,1,6216,2486
2012-03-24T19:50:01.627,139151,1,6233,6232
2012-03-26T07:38:52.513,139482,1,6251,1677
2012-03-28T08:58:25.860,140211,1,6285,5962
2012-03-28T21:01:05.650,140420,1,6304,730
2012-03-28T21:37:07.387,140424,1,6286,435
2012-03-30T10:57:57.447,140905,1,6337,6266
2012-03-30T12:52:35.380,140960,1,6330,3377
2012-03-30T15:38:21.020,141030,1,6344,956
2012-03-30T15:38:21.020,141031,1,6344,2970
2012-03-30T15:38:21.020,141032,1,6344,2265
2012-03-30T15:57:26.967,141067,1,6344,1428
2012-03-30T20:59:44.063,141131,1,6353,6233
2012-03-31T11:47:46.183,141264,1,6358,3377
2012-04-01T19:48:09.760,141619,1,6183,515
2012-04-02T12:03:08.337,141810,1,6376,6358
2012-04-02T23:32:45.660,142027,1,6382,239
2012-04-03T09:27:47.243,142305,1,6405,217
2012-04-05T10:27:37.157,142990,1,6432,5372
2012-04-09T03:18:40.953,143938,1,6493,2451
2012-04-09T16:51:16.757,144108,1,6494,6495
2012-04-09T17:03:28.487,144137,1,6482,6498
2012-04-10T12:46:51.810,144404,1,6512,1014
2012-04-10T22:05:53.867,144488,1,6522,4253
2012-04-11T13:11:13.300,144705,1,6531,2302
2012-04-11T16:01:50.457,144844,1,2302,6531
2012-04-13T14:22:33.940,145365,1,6551,25
2012-04-13T14:45:13.070,145374,1,6553,4305
2012-04-13T18:16:46.287,145493,1,6566,6564
2012-04-14T11:40:52.147,145817,1,6572,73
2012-04-15T04:34:08.497,145991,1,6587,3356
2012-04-15T20:16:18.213,146329,1,6604,25
2012-04-17T06:38:33.523,146627,1,6564,6566
2012-04-22T19:48:40.723,148107,1,6671,6649
2012-04-22T21:21:33.803,148136,1,6694,1899
2012-04-22T21:21:33.803,148137,1,6694,1013
2012-04-23T19:58:19.197,148541,1,6711,4440
2012-04-24T03:34:40.903,148614,1,6711,6004
2012-04-24T05:53:03.680,148637,1,6591,489
2012-04-24T14:03:48.820,148733,1,6707,6536
2012-04-27T02:20:48.997,149383,1,6730,5312
2012-04-27T14:37:36.880,149522,1,6746,1598
2012-04-29T00:54:40.927,149892,1,6792,3289
2012-04-29T00:54:40.927,149893,1,6792,6642
2012-04-29T23:37:14.030,150133,1,6802,441
2012-05-01T18:30:28.447,150668,1,6835,6594
2012-05-02T16:26:32.060,150940,1,6835,6471
2012-05-03T10:43:14.733,151199,1,6864,1978
2012-05-03T21:24:54.983,151313,1,6869,2798
2012-05-03T22:08:31.683,151339,1,6870,6869
2012-05-03T22:08:31.683,151340,1,6870,2798
2012-05-04T10:02:22.843,151544,1,6880,6541
2012-05-05T17:53:19.793,151948,1,6912,6465
2012-05-06T10:04:36.047,152116,1,6917,6751
2012-05-07T01:17:09.447,152268,1,6917,6435
2012-05-07T01:51:22.313,152273,1,6917,4712
2012-05-07T01:51:22.313,152274,1,6917,6866
2012-05-07T01:51:22.313,152275,1,6917,1677
2012-05-07T01:59:27.573,152279,1,6917,6551
2012-05-07T01:59:27.573,152280,1,6917,6534
2012-05-07T02:08:09.263,152281,1,6917,25
2012-05-07T23:12:59.530,152687,1,6963,4602
2012-05-09T00:32:36.240,153048,1,6986,69
2012-05-11T15:53:02.317,153960,1,7033,730
2012-05-11T19:37:43.490,153977,1,7041,730
2012-05-12T20:51:33.337,154316,1,7050,4440
2012-05-13T06:44:07.480,154429,1,7046,7056
2012-05-13T17:28:49.853,154548,1,7070,733
2012-05-14T06:18:48.190,154746,1,7081,10
2012-05-14T18:13:58.460,155016,1,7096,733
2012-05-16T08:41:55.730,155747,1,7144,1598
2012-05-16T13:53:07.900,155852,1,7149,5317
2012-05-16T16:04:04.370,155864,1,7140,7144
2012-05-16T16:06:16.827,155865,1,7144,7140
2012-05-17T04:31:48.277,155999,1,7140,4598
2012-05-17T19:14:40.203,156176,1,7167,6591
2012-05-21T22:33:13.010,157224,1,7217,5932
2012-05-22T04:11:52.367,157262,1,2310,4413
2012-05-23T02:23:46.243,157622,1,7240,4152
2012-05-24T19:49:45.507,158281,1,7272,7031
2012-05-24T19:49:45.507,158282,1,7272,1
2012-05-24T20:56:34.407,158339,1,7273,2684
2012-05-24T23:54:11.500,158413,1,7276,3490
2012-05-25T05:42:17.603,158457,1,7282,5268
2012-05-27T07:09:54.140,159355,1,7315,4651
2012-05-27T20:37:04.640,159560,1,7307,7242
2012-05-27T21:49:24.160,159611,1,7327,438
2012-05-28T15:55:58.217,159784,1,7325,5809
2012-05-29T06:07:12.623,159956,1,7268,4939
2012-05-29T06:07:12.627,159957,1,7268,2865
2012-05-29T06:07:12.627,159958,1,7268,5871
2012-05-29T06:07:12.627,159959,1,7268,2862
2012-05-29T10:40:55.350,160033,1,7354,5312
2012-05-30T22:41:27.397,160554,1,7387,2458
2012-06-01T06:48:34.693,161000,1,7408,5174
2012-06-01T07:55:46.860,161045,1,7421,1031
2012-06-02T22:48:12.080,161567,1,7408,10
2012-06-03T04:13:23.303,161584,1,7263,4978
2012-06-04T04:26:20.633,161877,1,7449,3418
2012-06-06T20:51:30.063,162618,1,7502,2683
2012-06-10T01:12:50.680,163677,1,7553,3960
2012-06-10T01:12:50.680,163678,1,7553,6806
2012-06-10T02:05:01.990,163699,1,7563,3125
2012-06-10T06:39:17.393,163771,1,7563,4936
2012-06-10T20:16:31.743,163951,1,7579,7563
2012-06-10T20:22:10.300,163977,1,7563,7579
2012-06-11T09:57:46.260,164164,1,7585,6955
2012-06-11T12:58:00.393,164232,1,7595,7585
2012-06-11T15:29:17.830,164348,1,7571,7601
2012-06-11T16:52:55.970,164381,1,7586,10
2012-06-12T09:29:56.877,164661,1,7622,7256
2012-06-12T09:52:03.140,164724,1,7612,6316
2012-06-12T21:22:42.100,165009,1,7636,1224
2012-06-13T01:25:03.233,165077,1,7648,886
2012-06-13T08:35:23.670,165151,1,7649,7273
2012-06-13T09:44:00.560,165166,1,7650,7405
2012-06-13T15:57:00.680,165254,1,7656,7653
2012-06-14T06:57:45.880,165503,1,7665,1777
2012-06-15T09:27:29.547,166039,1,7709,1887
2012-06-15T13:52:40.827,166196,1,7737,7735
2012-06-17T14:33:21.480,166946,1,7786,7553
2012-06-18T10:50:24.380,167361,1,7783,5334
2012-06-18T10:50:24.380,167362,1,7783,5282
2012-06-18T17:05:12.553,167470,1,7798,6070
2012-06-19T15:30:54.557,167981,1,7839,26
2012-06-20T18:54:48.917,168457,1,7866,7798
2012-06-22T18:29:38.230,169451,1,7938,3461
2012-06-22T18:38:23.080,169480,1,7319,2952
2012-06-22T20:03:49.800,169492,1,7940,7916
2012-06-22T21:47:21.313,169534,1,7916,7940
2012-06-24T00:05:02.593,170024,1,7961,5312
2012-06-25T20:03:59.610,170925,1,7982,862
2012-06-26T07:44:07.713,171191,1,8023,8022
2012-06-26T07:44:48.627,171217,1,8022,8023
2012-06-28T07:32:49.313,172077,1,6448,5040
2012-06-30T01:41:52.520,172749,1,8102,983
2012-06-30T03:18:50.087,172812,1,8105,798
2012-06-30T04:10:01.530,172813,1,8105,2495
2012-06-30T04:10:01.530,172814,1,8105,1887
2012-07-01T08:41:52.713,173262,1,8131,8125
2012-07-02T10:43:20.103,173686,1,8139,2041
2012-07-02T22:57:27.883,173869,1,8197,1911
2012-07-02T22:58:10.947,173870,1,8197,10
2012-07-03T11:32:29.390,174013,1,8102,1772
2012-07-03T20:04:32.630,174180,1,8216,8071
2012-07-05T00:58:57.227,174669,1,8245,7708
2012-07-05T19:33:11.630,175050,1,8251,2767
2012-07-06T21:34:38.373,175464,1,8280,3274
2012-07-08T20:15:38.857,176277,1,8314,7118
2012-07-09T09:31:17.730,176386,1,8289,529
2012-07-09T23:33:55.487,176748,1,8345,5102
2012-07-11T17:44:11.903,177427,1,8347,823
2012-07-15T10:46:55.873,178818,1,8442,3070
2012-07-16T21:34:35.170,179273,1,8465,6896
2012-07-20T17:21:00.573,180704,1,8533,3521
2012-07-24T13:05:01.667,181935,1,8589,8114
2012-07-25T09:04:22.943,182158,1,8597,1497
2012-07-25T11:20:53.277,182217,1,8463,2571
2012-07-25T11:37:00.347,182228,1,8518,1153
2012-07-26T17:13:13.793,182708,1,8631,767
2012-07-30T14:36:23.407,183626,1,8249,7935
2012-07-31T09:45:05.383,183862,1,8686,7854
2012-07-31T14:41:17.263,183936,1,8689,5309
2012-08-03T05:40:54.533,184771,1,8715,8415
2012-08-03T13:18:04.887,184914,1,8715,6371
2012-08-03T19:04:03.467,185040,1,8489,7982
2012-08-04T02:06:28.697,185090,1,8738,8720
2012-08-08T02:56:34.573,186326,1,8627,4864
2012-08-10T05:05:22.207,187011,1,8834,435
2012-08-10T13:16:13.540,187162,1,8811,946
2012-08-10T20:57:33.693,187355,1,8853,1943
2012-08-11T20:45:22.030,187664,1,8861,1949
2012-08-12T13:07:47.727,188029,1,8884,2796
2012-08-12T17:06:35.837,188092,1,8901,678
2012-08-12T21:44:12.763,188156,1,8908,5106
2012-08-12T21:44:12.763,188157,1,8908,7234
2012-08-12T22:10:29.807,188186,1,8913,8901
2012-08-12T22:21:33.610,188249,1,8914,6132
2012-08-13T21:36:34.240,188581,1,8818,8815
2012-08-14T02:52:38.867,188606,1,8940,8933
2012-08-14T07:55:13.420,188640,1,8944,3080
2012-08-14T07:55:13.420,188641,1,8944,5599
2012-08-14T09:49:05.877,188682,1,8870,7779
2012-08-14T22:38:39.700,188831,1,8951,7821
